0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.12033008,0.15305321,0.129266,0.1378796,0.13017836,0.11498101,0.11999206,0.14355862,0.1509896,0.1347128,0.13972284,0.14714381,0.14440183,0.13439885,0.16323069,0.14871846
0.23557673,0.24219778,0.23874894,0.24414569,0.2485313,0.23966104,0.23292801,0.24698614,0.22756004,0.23932868,0.22933307,0.22595751,0.25125957,0.20504056,0.25679567,0.24324188
0.24299183,0.25834632,0.23963097,0.22375953,0.25197172,0.23752835,0.22802122,0.23607568,0.23706473,0.23890036,0.23346443,0.23849851,0.25331149,0.20706883,0.2564417,0.2494556
0.23266925,0.23929109,0.23590013,0.23584726,0.23368986,0.23458728,0.21220407,0.2309607,0.21835753,0.23773871,0.22543308,0.2348269,0.23797911,0.23661092,0.24986978,0.23756593
0.29841116,0.31059322,0.3288822,0.33018374,0.28589666,0.2659735,0.27369094,0.29134995,0.30266416,0.3010136,0.2956575,0.3246942,0.30454642,0.26459035,0.3011142,0.32229754
0.23814769,0.26395437,0.24396041,0.23185277,0.24881397,0.2401547,0.24031226,0.24378498,0.23587869,0.25481924,0.23562215,0.24392235,0.25248346,0.2147204,0.26777077,0.24582832
0.33233142,0.316996,0.36666638,0.2976975,0.31952533,0.3398632,0.30142042,0.34142023,0.32414094,0.34774816,0.32654166,0.2966541,0.31531808,0.30221605,0.3353466,0.34190357
0.24037589,0.25589192,0.25852987,0.24712503,0.25826,0.24590784,0.22694546,0.23861815,0.2413929,0.24625713,0.25268885,0.25460228,0.26527292,0.23205937,0.27421048,0.25360587
0.2310421,0.2520451,0.23480293,0.2766664,0.24629661,0.24736169,0.22646493,0.22271691,0.24928166,0.25991213,0.24318229,0.26586896,0.2535985,0.18633208,0.27503455,0.22436085
0.18549892,0.20407544,0.21691182,0.19702609,0.22761701,0.22019784,0.14812507,0.17612626,0.21615712,0.14991719,0.18185118,0.1830475,0.20887665,0.16791683,0.23061861,0.22358818
0.24752767,0.26394135,0.25132397,0.25525612,0.25391078,0.2339428,0.23455776,0.24209931,0.23387238,0.2507795,0.24136908,0.24173915,0.2591792,0.21875386,0.27242976,0.24765237
0.28155953,0.29006818,0.28070217,0.27639318,0.290197,0.27525336,0.26187992,0.25633076,0.28301954,0.2819264,0.27919576,0.2853254,0.29212826,0.25476536,0.3025334,0.27634272
0.2685304,0.27636534,0.27049366,0.26070938,0.28616637,0.2624615,0.2577033,0.2668732,0.26875457,0.2690337,0.25538862,0.28261462,0.29183412,0.25173306,0.2894727,0.2665873
0.24031885,0.19106929,0.26541227,0.27872106,0.24760027,0.22699462,0.20370948,0.22761658,0.24295184,0.22648728,0.2163176,0.23066922,0.26605996,0.20749412,0.30095315,0.2232645
0.1552234,0.16306303,0.18531674,0.18142907,0.18603042,0.18677594,0.17047697,0.20095602,0.18412052,0.18082824,0.16898996,0.16325068,0.19425644,0.1462831,0.20181951,0.17134954
0.35536072,0.40554416,0.34684822,0.38396686,0.325923,0.30550218,0.3479522,0.26572552,0.21351293,0.36043528,0.28181937,0.3617592,0.38386253,0.2591972,0.3574336,0.36555395
0.33831564,0.33900064,0.31107193,0.25969654,0.36495656,0.27144942,0.33844256,0.35452396,0.38520932,0.37808356,0.3635622,0.29477397,0.35877615,0.22774947,0.35050392,0.24182448
0.29782644,0.25062433,0.24847336,0.29452673,0.2827924,0.33869562,0.28438112,0.29175577,0.30045217,0.322112,0.26282892,0.26307946,0.23575431,0.25646704,0.29547182,0.33131054
0.22323321,0.23581421,0.22169699,0.22066543,0.23430857,0.2095128,0.19991845,0.21722858,0.22241285,0.23190881,0.21445999,0.22022659,0.23349208,0.20976636,0.2355676,0.21693197
0.24684852,0.2573753,0.2577793,0.2521132,0.2587574,0.24674578,0.24334513,0.23587833,0.23198624,0.24364625,0.25078738,0.2530051,0.2627339,0.21394566,0.26306924,0.25649232
0.42044726,0.39676517,0.42688087,0.39339694,0.33799848,0.35134575,0.30124968,0.2599357,0.3304111,0.35908246,0.35318214,0.3967636,0.3495698,0.30373362,0.4411113,0.2884572
0.20417418,0.21668848,0.253612,0.20151357,0.21477233,0.22714709,0.19957289,0.19136126,0.19378863,0.18622851,0.22003134,0.2277528,0.21862327,0.16325395,0.22959088,0.21302186
0.25405025,0.2657706,0.25077015,0.2545256,0.25722432,0.23690073,0.23208669,0.23686777,0.23630881,0.25410023,0.24033429,0.24830711,0.2561979,0.20889716,0.26669917,0.23189728
0.27018514,0.26976615,0.27192357,0.26573947,0.27692857,0.25808817,0.26261637,0.271662,0.27125967,0.27693006,0.27182895,0.28132048,0.2727751,0.24346264,0.29561082,0.27057493
0.27966136,0.28674424,0.28108683,0.26675817,0.27398232,0.27200618,0.24910055,0.25480163,0.26431525,0.28117967,0.25493178,0.27077588,0.27294207,0.2261711,0.27948987,0.26429513
0.27381545,0.2816082,0.26824474,0.26432198,0.2589074,0.27845907,0.24590781,0.24926972,0.24799837,0.2719989,0.25924572,0.27537304,0.27535972,0.23862079,0.28473887,0.26967683
0.33946982,0.3216747,0.30522048,0.29682583,0.34408772,0.33152828,0.30804893,0.31680503,0.34160215,0.28661397,0.304804,0.31364238,0.3143957,0.32864103,0.36574346,0.35545057
0.26339984,0.25678694,0.26070124,0.23967987,0.28280687,0.2981095,0.2084632,0.274626,0.22819847,0.20050631,0.2081872,0.2418696,0.26758584,0.21295077,0.28535685,0.20160884
0.2535679,0.27729666,0.2568962,0.25896206,0.2727358,0.23949726,0.25227603,0.2472913,0.2433394,0.25597018,0.26230365,0.24812429,0.2681032,0.21282715,0.27810133,0.2518226
0.24132729,0.23714046,0.24098334,0.23140392,0.2376114,0.22053048,0.2240619,0.23164196,0.22037871,0.24166554,0.23288547,0.22371276,0.25454012,0.20417352,0.26354402,0.22240412
0.17738803,0.15988842,0.19162452,0.16834939,0.16280286,0.17157595,0.18904413,0.12706187,0.1816223,0.15543395,0.15651654,0.13839118,0.16913381,0.16894822,0.1889786,0.15118541
